id,OrderID,price,quantity,Discount,order_date,product_Id,customer_Id,shipper_Id,employee_Id,supplier_Id,category_Id
372,10388,7.60,15,0.20,1996-12-19,45,SEVES,1,2,21,8
373,10388,5.60,20,0.20,1996-12-19,52,SEVES,1,2,24,5
374,10388,26.20,40,0.00,1996-12-19,53,SEVES,1,2,24,6
375,10389,24.80,16,0.00,1996-12-20,10,BOTTM,2,4,4,8
376,10389,19.20,15,0.00,1996-12-20,55,BOTTM,2,4,25,6
377,10389,39.40,20,0.00,1996-12-20,62,BOTTM,2,4,29,3
378,10389,12.00,30,0.00,1996-12-20,70,BOTTM,2,4,7,1
379,10390,10.00,60,0.10,1996-12-23,31,ERNSH,1,6,14,4
380,10390,14.40,40,0.10,1996-12-23,35,ERNSH,1,6,16,1
381,10390,9.60,45,0.00,1996-12-23,46,ERNSH,1,6,21,8
382,10390,27.80,24,0.10,1996-12-23,72,ERNSH,1,6,14,4
383,10391,4.80,18,0.00,1996-12-23,13,DRACD,3,3,6,8
384,10392,28.80,50,0.00,1996-12-24,69,PICCO,3,2,15,4
385,10393,15.20,25,0.25,1996-12-25,2,SAVEA,3,1,1,1
386,10393,18.60,42,0.25,1996-12-25,14,SAVEA,3,1,6,7
387,10393,11.20,7,0.25,1996-12-25,25,SAVEA,3,1,11,3
388,10393,24.90,70,0.25,1996-12-25,26,SAVEA,3,1,11,3
389,10393,10.00,32,0.00,1996-12-25,31,SAVEA,3,1,14,4
390,10394,4.80,10,0.00,1996-12-25,13,HUNGC,3,1,6,8
391,10394,39.40,10,0.00,1996-12-25,62,HUNGC,3,1,29,3
392,10395,9.60,28,0.10,1996-12-26,46,HILAA,1,6,21,8
393,10395,26.20,70,0.10,1996-12-26,53,HILAA,1,6,24,6
394,10395,28.80,8,0.00,1996-12-26,69,HILAA,1,6,15,4
395,10396,7.20,40,0.00,1996-12-27,23,FRANK,3,1,9,5
396,10396,17.20,60,0.00,1996-12-27,71,FRANK,3,1,15,4
397,10396,27.80,21,0.00,1996-12-27,72,FRANK,3,1,14,4
398,10397,8.00,10,0.15,1996-12-27,21,PRINI,1,5,8,3
399,10397,42.40,18,0.15,1996-12-27,51,PRINI,1,5,24,7
400,10398,14.40,30,0.00,1996-12-30,35,SAVEA,3,2,16,1
401,10398,19.20,120,0.10,1996-12-30,55,SAVEA,3,2,25,6
402,10399,10.00,60,0.00,1996-12-31,68,VAFFE,3,8,8,3
403,10399,17.20,30,0.00,1996-12-31,71,VAFFE,3,8,15,4
404,10399,14.40,35,0.00,1996-12-31,76,VAFFE,3,8,23,1
405,10399,10.40,14,0.00,1996-12-31,77,VAFFE,3,8,12,2
406,10400,99.00,21,0.00,1997-01-01,29,EASTC,3,1,12,6
407,10400,14.40,35,0.00,1997-01-01,35,EASTC,3,1,16,1
408,10400,16.00,30,0.00,1997-01-01,49,EASTC,3,1,23,3
409,10401,20.70,18,0.00,1997-01-01,30,RATTC,1,1,13,8
410,10401,30.40,70,0.00,1997-01-01,56,RATTC,1,1,26,5
411,10401,16.80,20,0.00,1997-01-01,65,RATTC,1,1,2,2
412,10401,17.20,60,0.00,1997-01-01,71,RATTC,1,1,15,4
413,10402,7.20,60,0.00,1997-01-02,23,ERNSH,2,8,9,5
414,10402,35.10,65,0.00,1997-01-02,63,ERNSH,2,8,7,2
415,10403,13.90,21,0.15,1997-01-03,16,ERNSH,3,4,7,3
416,10403,10.20,70,0.15,1997-01-03,48,ERNSH,3,4,22,3
417,10404,24.90,30,0.05,1997-01-03,26,MAGAA,1,2,11,3
418,10404,11.20,40,0.05,1997-01-03,42,MAGAA,1,2,20,5
419,10404,16.00,30,0.05,1997-01-03,49,MAGAA,1,2,23,3
420,10405,8.00,50,0.00,1997-01-06,3,LINOD,1,1,1,2
421,10406,14.40,10,0.00,1997-01-07,1,QUEEN,1,7,1,1
422,10406,8.00,30,0.10,1997-01-07,21,QUEEN,1,7,8,3
423,10406,36.40,42,0.10,1997-01-07,28,QUEEN,1,7,12,7
424,10406,15.20,5,0.10,1997-01-07,36,QUEEN,1,7,17,8
425,10406,14.70,2,0.10,1997-01-07,40,QUEEN,1,7,19,8
426,10407,16.80,30,0.00,1997-01-07,11,OTTIK,2,2,5,4
427,10407,28.80,15,0.00,1997-01-07,69,OTTIK,2,2,15,4
428,10407,17.20,15,0.00,1997-01-07,71,OTTIK,2,2,15,4
429,10408,20.80,10,0.00,1997-01-08,37,FOLIG,1,8,17,8
430,10408,5.90,6,0.00,1997-01-08,54,FOLIG,1,8,25,6
431,10408,39.40,35,0.00,1997-01-08,62,FOLIG,1,8,29,3
432,10409,18.60,12,0.00,1997-01-09,14,OCEAN,1,3,6,7
433,10409,8.00,12,0.00,1997-01-09,21,OCEAN,1,3,8,3
434,10410,2.00,49,0.00,1997-01-10,33,BOTTM,3,3,15,4
435,10410,44.00,16,0.00,1997-01-10,59,BOTTM,3,3,28,4
436,10411,7.70,25,0.20,1997-01-10,41,BOTTM,3,9,19,8
437,10411,15.50,40,0.20,1997-01-10,44,BOTTM,3,9,20,2
438,10411,44.00,9,0.20,1997-01-10,59,BOTTM,3,9,28,4
439,10412,18.60,20,0.10,1997-01-13,14,WARTH,2,8,6,7
440,10413,14.40,24,0.00,1997-01-14,1,LAMAI,2,3,1,1
441,10413,39.40,40,0.00,1997-01-14,62,LAMAI,2,3,29,3
442,10413,14.40,14,0.00,1997-01-14,76,LAMAI,2,3,23,1
443,10414,7.30,18,0.05,1997-01-14,19,FAMIA,3,2,8,3
444,10414,2.00,50,0.00,1997-01-14,33,FAMIA,3,2,15,4
445,10415,31.20,2,0.00,1997-01-15,17,HUNGC,1,3,7,6
446,10415,2.00,20,0.00,1997-01-15,33,HUNGC,1,3,15,4
447,10416,7.30,20,0.00,1997-01-16,19,WARTH,3,8,8,3
448,10416,26.20,10,0.00,1997-01-16,53,WARTH,3,8,24,6
449,10416,15.60,20,0.00,1997-01-16,57,WARTH,3,8,26,5
450,10417,210.80,50,0.00,1997-01-16,38,SIMOB,3,4,18,1
451,10417,9.60,2,0.25,1997-01-16,46,SIMOB,3,4,21,8
452,10417,10.00,36,0.25,1997-01-16,68,SIMOB,3,4,8,3
453,10417,10.40,35,0.00,1997-01-16,77,SIMOB,3,4,12,2
454,10418,15.20,60,0.00,1997-01-17,2,QUICK,1,4,1,1
455,10418,7.60,55,0.00,1997-01-17,47,QUICK,1,4,22,3
456,10418,22.80,16,0.00,1997-01-17,61,QUICK,1,4,29,2
457,10418,8.00,15,0.00,1997-01-17,74,QUICK,1,4,4,7
458,10419,27.20,60,0.05,1997-01-20,60,RICSU,2,4,28,4
459,10419,28.80,20,0.05,1997-01-20,69,RICSU,2,4,15,4
460,10420,77.60,20,0.10,1997-01-21,9,WELLI,1,3,4,6
461,10420,4.80,2,0.10,1997-01-21,13,WELLI,1,3,6,8
462,10420,12.00,8,0.10,1997-01-21,70,WELLI,1,3,7,1
463,10420,12.00,20,0.10,1997-01-21,73,WELLI,1,3,17,8
464,10421,7.30,4,0.15,1997-01-21,19,QUEDE,1,8,8,3
465,10421,24.90,30,0.00,1997-01-21,26,QUEDE,1,8,11,3
466,10421,26.20,15,0.15,1997-01-21,53,QUEDE,1,8,24,6
467,10421,10.40,10,0.15,1997-01-21,77,QUEDE,1,8,12,2
468,10422,24.90,2,0.00,1997-01-22,26,FRANS,1,2,11,3
469,10423,10.00,14,0.00,1997-01-23,31,GOURL,3,6,14,4
470,10423,44.00,20,0.00,1997-01-23,59,GOURL,3,6,28,4
471,10424,14.40,60,0.20,1997-01-23,35,MEREP,2,7,16,1
472,10424,210.80,49,0.20,1997-01-23,38,MEREP,2,7,18,1
473,10424,10.00,30,0.20,1997-01-23,68,MEREP,2,7,8,3
474,10425,19.20,10,0.25,1997-01-24,55,LAMAI,2,6,25,6
475,10425,14.40,20,0.25,1997-01-24,76,LAMAI,2,6,23,1
476,10426,30.40,5,0.00,1997-01-27,56,GALED,1,4,26,5
477,10426,26.60,7,0.00,1997-01-27,64,GALED,1,4,12,5
478,10427,18.60,35,0.00,1997-01-27,14,PICCO,2,4,6,7
479,10428,9.60,20,0.00,1997-01-28,46,REGGC,1,7,21,8
480,10429,13.00,40,0.00,1997-01-29,50,HUNGO,2,3,23,3
481,10429,35.10,35,0.25,1997-01-29,63,HUNGO,2,3,7,2
482,10430,31.20,45,0.20,1997-01-30,17,ERNSH,1,4,7,6
483,10430,8.00,50,0.00,1997-01-30,21,ERNSH,1,4,8,3
484,10430,30.40,30,0.00,1997-01-30,56,ERNSH,1,4,26,5
485,10430,44.00,70,0.20,1997-01-30,59,ERNSH,1,4,28,4
486,10431,31.20,50,0.25,1997-01-30,17,BOTTM,2,4,7,6
487,10431,14.70,50,0.25,1997-01-30,40,BOTTM,2,4,19,8
488,10431,7.60,30,0.25,1997-01-30,47,BOTTM,2,4,22,3
489,10432,24.90,10,0.00,1997-01-31,26,SPLIR,2,3,11,3
490,10432,5.90,40,0.00,1997-01-31,54,SPLIR,2,3,25,6
491,10433,30.40,28,0.00,1997-02-03,56,PRINI,3,3,26,5
492,10434,16.80,6,0.00,1997-02-03,11,FOLKO,2,3,5,4
493,10434,14.40,18,0.15,1997-02-03,76,FOLKO,2,3,23,1
494,10435,15.20,10,0.00,1997-02-04,2,CONSH,2,8,1,1
495,10435,16.80,12,0.00,1997-02-04,22,CONSH,2,8,9,5
496,10435,27.80,10,0.00,1997-02-04,72,CONSH,2,8,14,4
497,10436,9.60,5,0.00,1997-02-05,46,BLONP,2,3,21,8
498,10436,30.40,40,0.10,1997-02-05,56,BLONP,2,3,26,5
499,10436,26.60,30,0.10,1997-02-05,64,BLONP,2,3,12,5
500,10436,6.20,24,0.10,1997-02-05,75,BLONP,2,3,12,1
501,10437,26.20,15,0.00,1997-02-05,53,WARTH,1,8,24,6
502,10438,7.30,15,0.20,1997-02-06,19,TOMSP,2,3,8,3
503,10438,11.20,20,0.20,1997-02-06,34,TOMSP,2,3,16,1
504,10438,15.60,15,0.20,1997-02-06,57,TOMSP,2,3,26,5
505,10439,30.40,15,0.00,1997-02-07,12,MEREP,3,6,5,4
506,10439,13.90,16,0.00,1997-02-07,16,MEREP,3,6,7,3
507,10439,26.60,6,0.00,1997-02-07,64,MEREP,3,6,12,5
508,10439,8.00,30,0.00,1997-02-07,74,MEREP,3,6,4,7
509,10440,15.20,45,0.15,1997-02-10,2,SAVEA,2,4,1,1
510,10440,13.90,49,0.15,1997-02-10,16,SAVEA,2,4,7,3
511,10440,99.00,24,0.15,1997-02-10,29,SAVEA,2,4,12,6
512,10440,22.80,90,0.15,1997-02-10,61,SAVEA,2,4,29,2
513,10441,35.10,50,0.00,1997-02-10,27,OLDWO,2,3,11,3
514,10442,16.80,30,0.00,1997-02-11,11,ERNSH,2,3,5,4
515,10442,5.90,80,0.00,1997-02-11,54,ERNSH,2,3,25,6
516,10442,13.60,60,0.00,1997-02-11,66,ERNSH,2,3,2,2
517,10443,16.80,6,0.20,1997-02-12,11,REGGC,1,8,5,4
518,10443,36.40,12,0.00,1997-02-12,28,REGGC,1,8,12,7
519,10444,31.20,10,0.00,1997-02-12,17,BERGS,3,3,7,6
520,10444,24.90,15,0.00,1997-02-12,26,BERGS,3,3,11,3
521,10444,14.40,8,0.00,1997-02-12,35,BERGS,3,3,16,1
522,10444,7.70,30,0.00,1997-02-12,41,BERGS,3,3,19,8
523,10445,14.40,6,0.00,1997-02-13,39,BERGS,1,3,18,1
524,10445,5.90,15,0.00,1997-02-13,54,BERGS,1,3,25,6
525,10446,7.30,12,0.10,1997-02-14,19,TOMSP,1,6,8,3
526,10446,3.60,20,0.10,1997-02-14,24,TOMSP,1,6,10,1
527,10446,10.00,3,0.10,1997-02-14,31,TOMSP,1,6,14,4
528,10446,5.60,15,0.10,1997-02-14,52,TOMSP,1,6,24,5
529,10447,7.30,40,0.00,1997-02-14,19,RICAR,2,4,8,3
530,10447,16.80,35,0.00,1997-02-14,65,RICAR,2,4,2,2
531,10447,17.20,2,0.00,1997-02-14,71,RICAR,2,4,15,4
532,10448,24.90,6,0.00,1997-02-17,26,RANCH,2,4,11,3
533,10448,14.70,20,0.00,1997-02-17,40,RANCH,2,4,19,8
534,10449,24.80,14,0.00,1997-02-18,10,BLONP,2,3,4,8
535,10449,5.60,20,0.00,1997-02-18,52,BLONP,2,3,24,5
536,10449,39.40,35,0.00,1997-02-18,62,BLONP,2,3,29,3
537,10450,24.80,20,0.20,1997-02-19,10,VICTE,2,8,4,8
538,10450,5.90,6,0.20,1997-02-19,54,VICTE,2,8,25,6
539,10451,19.20,120,0.10,1997-02-19,55,QUICK,3,4,25,6
540,10451,26.60,35,0.10,1997-02-19,64,QUICK,3,4,12,5
541,10451,16.80,28,0.10,1997-02-19,65,QUICK,3,4,2,2
542,10451,10.40,55,0.10,1997-02-19,77,QUICK,3,4,12,2
543,10452,36.40,15,0.00,1997-02-20,28,SAVEA,1,8,12,7
544,10452,15.50,100,0.05,1997-02-20,44,SAVEA,1,8,20,2
545,10453,10.20,15,0.10,1997-02-21,48,AROUT,2,1,22,3
546,10453,12.00,25,0.10,1997-02-21,70,AROUT,2,1,7,1
547,10454,13.90,20,0.20,1997-02-21,16,LAMAI,3,4,7,3
548,10454,2.00,20,0.20,1997-02-21,33,LAMAI,3,4,15,4
549,10454,9.60,10,0.20,1997-02-21,46,LAMAI,3,4,21,8
550,10455,14.40,20,0.00,1997-02-24,39,WARTH,2,8,18,1
551,10455,26.20,50,0.00,1997-02-24,53,WARTH,2,8,24,6
552,10455,22.80,25,0.00,1997-02-24,61,WARTH,2,8,29,2
553,10455,17.20,30,0.00,1997-02-24,71,WARTH,2,8,15,4
554,10456,8.00,40,0.15,1997-02-25,21,KOENE,2,8,8,3
555,10456,16.00,21,0.15,1997-02-25,49,KOENE,2,8,23,3
556,10457,44.00,36,0.00,1997-02-25,59,KOENE,1,2,28,4
557,10458,24.90,30,0.00,1997-02-26,26,SUPRD,3,7,11,3
558,10458,36.40,30,0.00,1997-02-26,28,SUPRD,3,7,12,7
559,10458,36.80,20,0.00,1997-02-26,43,SUPRD,3,7,20,1
560,10458,30.40,15,0.00,1997-02-26,56,SUPRD,3,7,26,5
561,10458,17.20,50,0.00,1997-02-26,71,SUPRD,3,7,15,4
562,10459,24.00,16,0.05,1997-02-27,7,VICTE,2,4,3,7
563,10459,9.60,20,0.05,1997-02-27,46,VICTE,2,4,21,8
564,10459,27.80,40,0.00,1997-02-27,72,VICTE,2,4,14,4
565,10460,10.00,21,0.25,1997-02-28,68,FOLKO,1,8,8,3
566,10460,6.20,4,0.25,1997-02-28,75,FOLKO,1,8,12,1
567,10461,8.00,40,0.25,1997-02-28,21,LILAS,3,1,8,3
568,10461,20.70,28,0.25,1997-02-28,30,LILAS,3,1,13,8
569,10461,19.20,60,0.25,1997-02-28,55,LILAS,3,1,25,6
570,10462,4.80,1,0.00,1997-03-03,13,CONSH,1,2,6,8
571,10462,7.20,21,0.00,1997-03-03,23,CONSH,1,2,9,5
572,10463,7.30,21,0.00,1997-03-04,19,SUPRD,3,5,8,3
573,10463,11.20,50,0.00,1997-03-04,42,SUPRD,3,5,20,5
574,10464,17.60,16,0.20,1997-03-04,4,FURIB,2,4,2,2
575,10464,36.80,3,0.00,1997-03-04,43,FURIB,2,4,20,1
576,10464,30.40,30,0.20,1997-03-04,56,FURIB,2,4,26,5
577,10464,27.20,20,0.00,1997-03-04,60,FURIB,2,4,28,4
578,10465,3.60,25,0.00,1997-03-05,24,VAFFE,3,1,10,1
579,10465,99.00,18,0.10,1997-03-05,29,VAFFE,3,1,12,6
580,10465,14.70,20,0.00,1997-03-05,40,VAFFE,3,1,19,8
581,10465,7.60,30,0.10,1997-03-05,45,VAFFE,3,1,21,8
582,10465,13.00,25,0.00,1997-03-05,50,VAFFE,3,1,23,3
583,10466,16.80,10,0.00,1997-03-06,11,COMMI,1,4,5,4
584,10466,9.60,5,0.00,1997-03-06,46,COMMI,1,4,21,8
585,10467,3.60,28,0.00,1997-03-06,24,MAGAA,2,8,10,1
586,10467,11.20,12,0.00,1997-03-06,25,MAGAA,2,8,11,3
587,10468,20.70,8,0.00,1997-03-07,30,KOENE,3,3,13,8
588,10468,36.80,15,0.00,1997-03-07,43,KOENE,3,3,20,1
589,10469,15.20,40,0.15,1997-03-10,2,WHITC,1,1,1,1
590,10469,13.90,35,0.15,1997-03-10,16,WHITC,1,1,7,3
591,10469,15.50,2,0.15,1997-03-10,44,WHITC,1,1,20,2
592,10470,50.00,30,0.00,1997-03-11,18,BONAP,2,4,7,8
593,10470,7.20,15,0.00,1997-03-11,23,BONAP,2,4,9,5
594,10470,26.60,8,0.00,1997-03-11,64,BONAP,2,4,12,5
595,10471,24.00,30,0.00,1997-03-11,7,BSBEV,3,2,3,7
596,10471,30.40,20,0.00,1997-03-11,56,BSBEV,3,2,26,5
597,10472,3.60,80,0.05,1997-03-12,24,SEVES,1,8,10,1
598,10472,42.40,18,0.00,1997-03-12,51,SEVES,1,8,24,7
599,10473,2.00,12,0.00,1997-03-13,33,ISLAT,3,1,15,4
600,10473,17.20,12,0.00,1997-03-13,71,ISLAT,3,1,15,4
601,10474,18.60,12,0.00,1997-03-13,14,PERIC,2,5,6,7
602,10474,36.40,18,0.00,1997-03-13,28,PERIC,2,5,12,7
603,10474,14.70,21,0.00,1997-03-13,40,PERIC,2,5,19,8
604,10474,6.20,10,0.00,1997-03-13,75,PERIC,2,5,12,1
605,10475,10.00,35,0.15,1997-03-14,31,SUPRD,1,9,14,4
606,10475,13.60,60,0.15,1997-03-14,66,SUPRD,1,9,2,2
607,10475,14.40,42,0.15,1997-03-14,76,SUPRD,1,9,23,1
608,10476,19.20,2,0.05,1997-03-17,55,HILAA,3,8,25,6
609,10476,12.00,12,0.00,1997-03-17,70,HILAA,3,8,7,1
610,10477,14.40,15,0.00,1997-03-17,1,PRINI,2,5,1,1
611,10477,8.00,21,0.25,1997-03-17,21,PRINI,2,5,8,3
612,10477,14.40,20,0.25,1997-03-17,39,PRINI,2,5,18,1
613,10478,24.80,20,0.05,1997-03-18,10,VICTE,3,2,4,8
614,10479,210.80,30,0.00,1997-03-19,38,RATTC,3,3,18,1
615,10479,26.20,28,0.00,1997-03-19,53,RATTC,3,3,24,6
616,10479,44.00,60,0.00,1997-03-19,59,RATTC,3,3,28,4
617,10479,26.60,30,0.00,1997-03-19,64,RATTC,3,3,12,5
618,10480,7.60,30,0.00,1997-03-20,47,FOLIG,2,6,22,3
619,10480,44.00,12,0.00,1997-03-20,59,FOLIG,2,6,28,4
620,10481,16.00,24,0.00,1997-03-20,49,RICAR,2,8,23,3
621,10481,27.20,40,0.00,1997-03-20,60,RICAR,2,8,28,4
622,10482,14.70,10,0.00,1997-03-21,40,LAZYK,3,1,19,8
623,10483,11.20,35,0.05,1997-03-24,34,WHITC,2,7,16,1
624,10483,10.40,30,0.05,1997-03-24,77,WHITC,2,7,12,2
625,10484,8.00,14,0.00,1997-03-24,21,BSBEV,3,3,8,3
626,10484,14.70,10,0.00,1997-03-24,40,BSBEV,3,3,19,8
627,10484,42.40,3,0.00,1997-03-24,51,BSBEV,3,3,24,7
628,10485,15.20,20,0.10,1997-03-25,2,LINOD,2,4,1,1
629,10485,8.00,20,0.10,1997-03-25,3,LINOD,2,4,1,2
630,10485,19.20,30,0.10,1997-03-25,55,LINOD,2,4,25,6
631,10485,12.00,60,0.10,1997-03-25,70,LINOD,2,4,7,1
632,10486,16.80,5,0.00,1997-03-26,11,HILAA,2,1,5,4
633,10486,42.40,25,0.00,1997-03-26,51,HILAA,2,1,24,7
634,10486,8.00,16,0.00,1997-03-26,74,HILAA,2,1,4,7
635,10487,7.30,5,0.00,1997-03-26,19,QUEEN,2,2,8,3
636,10487,24.90,30,0.00,1997-03-26,26,QUEEN,2,2,11,3
637,10487,5.90,24,0.25,1997-03-26,54,QUEEN,2,2,25,6
638,10488,44.00,30,0.00,1997-03-27,59,FRANK,2,8,28,4
639,10488,12.00,20,0.20,1997-03-27,73,FRANK,2,8,17,8
640,10489,16.80,15,0.25,1997-03-28,11,PICCO,2,6,5,4
641,10489,13.90,18,0.00,1997-03-28,16,PICCO,2,6,7,3
642,10490,44.00,60,0.00,1997-03-31,59,HILAA,2,7,28,4
643,10490,10.00,30,0.00,1997-03-31,68,HILAA,2,7,8,3
644,10490,6.20,36,0.00,1997-03-31,75,HILAA,2,7,12,1
645,10491,15.50,15,0.15,1997-03-31,44,FURIB,3,8,20,2
646,10491,10.40,7,0.15,1997-03-31,77,FURIB,3,8,12,2
647,10492,11.20,60,0.05,1997-04-01,25,BOTTM,1,3,11,3
648,10492,11.20,20,0.05,1997-04-01,42,BOTTM,1,3,20,5
649,10493,16.80,15,0.10,1997-04-02,65,LAMAI,3,4,2,2
650,10493,13.60,10,0.10,1997-04-02,66,LAMAI,3,4,2,2
651,10493,28.80,10,0.10,1997-04-02,69,LAMAI,3,4,15,4
652,10494,30.40,30,0.00,1997-04-02,56,COMMI,2,4,26,5
653,10495,7.20,10,0.00,1997-04-03,23,LAUGB,3,3,9,5
654,10495,7.70,20,0.00,1997-04-03,41,LAUGB,3,3,19,8
655,10495,10.40,5,0.00,1997-04-03,77,LAUGB,3,3,12,2
656,10496,10.00,20,0.05,1997-04-04,31,TRADH,2,7,14,4
657,10497,30.40,14,0.00,1997-04-04,56,LEHMS,1,7,26,5
658,10497,27.80,25,0.00,1997-04-04,72,LEHMS,1,7,14,4
659,10497,10.40,25,0.00,1997-04-04,77,LEHMS,1,7,12,2
660,10498,4.50,14,0.00,1997-04-07,24,HILAA,2,8,10,1
661,10498,18.40,5,0.00,1997-04-07,40,HILAA,2,8,19,8
662,10498,14.00,30,0.00,1997-04-07,42,HILAA,2,8,20,5
663,10499,45.60,20,0.00,1997-04-08,28,LILAS,2,4,12,7
664,10499,20.00,25,0.00,1997-04-08,49,LILAS,2,4,23,3
665,10500,15.50,12,0.05,1997-04-09,15,LAMAI,1,6,6,2
666,10500,45.60,8,0.05,1997-04-09,28,LAMAI,1,6,12,7
667,10501,7.45,20,0.00,1997-04-09,54,BLAUS,3,9,25,6
668,10502,9.50,21,0.00,1997-04-10,45,PERIC,1,2,21,8
669,10502,32.80,6,0.00,1997-04-10,53,PERIC,1,2,24,6
670,10502,14.00,30,0.00,1997-04-10,67,PERIC,1,2,16,1
671,10503,23.25,70,0.00,1997-04-11,14,HUNGO,2,6,6,7
672,10503,21.05,20,0.00,1997-04-11,65,HUNGO,2,6,2,2
673,10504,19.00,12,0.00,1997-04-11,2,WHITC,3,4,1,1
674,10504,10.00,12,0.00,1997-04-11,21,WHITC,3,4,8,3
675,10504,32.80,10,0.00,1997-04-11,53,WHITC,3,4,24,6
676,10504,28.50,25,0.00,1997-04-11,61,WHITC,3,4,29,2
677,10505,49.30,3,0.00,1997-04-14,62,MEREP,3,3,29,3
678,10506,14.00,18,0.10,1997-04-15,25,KOENE,2,9,11,3
679,10506,15.00,14,0.10,1997-04-15,70,KOENE,2,9,7,1
680,10507,46.00,15,0.15,1997-04-15,43,ANTON,1,7,20,1
681,10507,12.75,15,0.15,1997-04-15,48,ANTON,1,7,22,3
682,10508,6.00,10,0.00,1997-04-16,13,OTTIK,2,1,6,8
683,10508,18.00,10,0.00,1997-04-16,39,OTTIK,2,1,18,1
684,10509,45.60,3,0.00,1997-04-17,28,BLAUS,1,4,12,7
685,10510,123.79,36,0.00,1997-04-18,29,SAVEA,3,6,12,6
686,10510,7.75,36,0.10,1997-04-18,75,SAVEA,3,6,12,1
687,10511,22.00,50,0.15,1997-04-18,4,BONAP,3,4,2,2
688,10511,30.00,50,0.15,1997-04-18,7,BONAP,3,4,3,7
689,10511,40.00,10,0.15,1997-04-18,8,BONAP,3,4,3,2
690,10512,4.50,10,0.15,1997-04-21,24,FAMIA,2,7,10,1
691,10512,12.00,9,0.15,1997-04-21,46,FAMIA,2,7,21,8
692,10512,9.50,6,0.15,1997-04-21,47,FAMIA,2,7,22,3
693,10512,34.00,12,0.15,1997-04-21,60,FAMIA,2,7,28,4
694,10513,10.00,40,0.20,1997-04-22,21,WANDK,1,7,8,3
695,10513,32.00,50,0.20,1997-04-22,32,WANDK,1,7,14,4
696,10513,28.50,15,0.20,1997-04-22,61,WANDK,1,7,29,2
697,10514,81.00,39,0.00,1997-04-22,20,ERNSH,2,3,8,3
698,10514,45.60,35,0.00,1997-04-22,28,ERNSH,2,3,12,7
699,10514,38.00,70,0.00,1997-04-22,56,ERNSH,2,3,26,5
700,10514,21.05,39,0.00,1997-04-22,65,ERNSH,2,3,2,2
701,10514,7.75,50,0.00,1997-04-22,75,ERNSH,2,3,12,1
702,10515,97.00,16,0.15,1997-04-23,9,QUICK,1,2,4,6
703,10515,17.45,50,0.00,1997-04-23,16,QUICK,1,2,7,3
704,10515,43.90,120,0.00,1997-04-23,27,QUICK,1,2,11,3
705,10515,2.50,16,0.15,1997-04-23,33,QUICK,1,2,15,4
706,10515,34.00,84,0.15,1997-04-23,60,QUICK,1,2,28,4
707,10516,62.50,25,0.10,1997-04-24,18,HUNGO,3,2,7,8
708,10516,9.65,80,0.10,1997-04-24,41,HUNGO,3,2,19,8
709,10516,14.00,20,0.00,1997-04-24,42,HUNGO,3,2,20,5
710,10517,7.00,6,0.00,1997-04-24,52,NORTS,3,3,24,5
711,10517,55.00,4,0.00,1997-04-24,59,NORTS,3,3,28,4
712,10517,15.00,6,0.00,1997-04-24,70,NORTS,3,3,7,1
713,10518,4.50,5,0.00,1997-04-25,24,TORTU,2,4,10,1
714,10518,263.50,15,0.00,1997-04-25,38,TORTU,2,4,18,1
715,10518,19.45,9,0.00,1997-04-25,44,TORTU,2,4,20,2
716,10519,31.00,16,0.05,1997-04-28,10,CHOPS,3,6,4,8
717,10519,38.00,40,0.00,1997-04-28,56,CHOPS,3,6,26,5
718,10519,34.00,10,0.05,1997-04-28,60,CHOPS,3,6,28,4
719,10520,4.50,8,0.00,1997-04-29,24,SANTG,1,7,10,1
720,10520,32.80,5,0.00,1997-04-29,53,SANTG,1,7,24,6
721,10521,18.00,3,0.00,1997-04-29,35,CACTU,2,8,16,1
722,10521,9.65,10,0.00,1997-04-29,41,CACTU,2,8,19,8
723,10521,12.50,6,0.00,1997-04-29,68,CACTU,2,8,8,3
724,10522,18.00,40,0.20,1997-04-30,1,LEHMS,1,4,1,1
725,10522,40.00,24,0.00,1997-04-30,8,LEHMS,1,4,3,2
726,10522,25.89,20,0.20,1997-04-30,30,LEHMS,1,4,13,8
727,10522,18.40,25,0.20,1997-04-30,40,LEHMS,1,4,19,8
728,10523,39.00,25,0.10,1997-05-01,17,SEVES,2,7,7,6
729,10523,81.00,15,0.10,1997-05-01,20,SEVES,2,7,8,3
730,10523,26.00,18,0.10,1997-05-01,37,SEVES,2,7,17,8
731,10523,9.65,6,0.10,1997-05-01,41,SEVES,2,7,19,8
732,10524,31.00,2,0.00,1997-05-01,10,BERGS,2,1,4,8
733,10524,25.89,10,0.00,1997-05-01,30,BERGS,2,1,13,8
734,10524,46.00,60,0.00,1997-05-01,43,BERGS,2,1,20,1
735,10524,7.45,15,0.00,1997-05-01,54,BERGS,2,1,25,6
736,10525,19.00,30,0.00,1997-05-02,36,BONAP,2,1,17,8
737,10525,18.40,15,0.10,1997-05-02,40,BONAP,2,1,19,8
738,10526,18.00,8,0.15,1997-05-05,1,WARTH,2,4,1,1
739,10526,6.00,10,0.00,1997-05-05,13,WARTH,2,4,6,8
740,10526,38.00,30,0.15,1997-05-05,56,WARTH,2,4,26,5
741,10527,22.00,50,0.10,1997-05-05,4,QUICK,1,7,2,2
742,10527,19.00,30,0.10,1997-05-05,36,QUICK,1,7,17,8
743,10528,21.00,3,0.00,1997-05-06,11,GREAL,2,6,5,4
